id,faculty_id,type,title,year,nameofpublisher
524,108,Published,A Two-stage smart Crawler for efficiently harvesting Deep-Web Interfaces,<blank>,International Engineering Research Journal (IERJ)
525,108,Published,Person Re-Identification Over Camera Grids by\n Multi task Distance Metric Learning,<blank>,(IJARCET International Journal of Advanced Research in Computer Engineering & Technology)
526,108,Published,3D Object Approximation from Multi-View Depth Information,<blank>,International Journal of Advanced Research in Computer Engineering & Technology (IJARCET)
527,108,Published,Image as a watermark In Digital Audio Using Arnold Transform & DWT,<blank>,International Journal of Scientific & Engineering Research
528,108,Presented,“An Overview of Digital Watermarking”,<blank>,"Recent Trends in Information Technology,in Nahre ,Pune"
529,109,NIL,NIL,NIL,NIL
530,110,NIL,NIL,NIL,NIL
531,111,NIL,NIL,NIL,NIL
532,112,NIL,NIL,NIL,NIL
533,113,NIL,NIL,NIL,NIL
534,114,NIL,NIL,NIL,NIL
535,115,NIL,NIL,NIL,NIL
538,118,NIL,NIL,NIL,NIL
539,119,NIL,NIL,NIL,NIL
540,120,NIL,NIL,NIL,NIL
541,121,Published,Review on Privacy Preserving Deep Computation Model on Cloud for Big Data Feature Learning,2016,International Journal of Science &amp; Research (IJSR)
542,121,Presented & Published,“Privacy Preserving Feature Learning on Cloud for Big Data”,2018, 5 th International Conference on Innovations in Computer Science & Engineering (ICICSE 2017) by Springer
543,122,Published,Minimum Spanning Tree Approach for Routing & Scheduling,2004,Recent Advances in Mechanical Engineering
544,122,Published,Implementation of Condition Based Maintenance Using Vibration Monitoring Technique,2009,Journal of Institution of Engineer (India)
545,122,Published,Condition Based System Reliability with Imperfect Preventive Maintenance,2012,"All India Manufacturing Technology, Design and Research"
546,122,Published,Concept Generation Process of Patient Transferring Device,2012,Springer
547,122,Published,Monte-Carlo Simulation of Two Echelon Supply Chain,2013,Indian Institute of Industrial Engineering Journal
548,122,Published,CBM Policy for an Online Continuously Monitored Deteriorating System with Random Change of Mode,2013,Springer
549,122,Published,Clean Room Classification for Pharmaceutical Industry,2015,International Journal of Engineering and Technical Research
550,122,Published,Failure of Screw Jack on Inclined Surface,2015,International Journal of Science Engineering and Technology Research
551,122,Published,Study of Influence of Grease Contaminants in Vibration Response of Ball Bearings,2016,International Journal of Science And Applied Research in Technology
552,122,Published,Analysis of Latent Heat Based High Temperature Solar Energy Storage Unit,2016,International Journal of Current Engineering and Technology
553,122,Published,Application of RCM Methodology & Modeling for Availability of the System,2018,International Journal Management Concepts & Philosophy
554,123,Published,1.Strategies for Buyer Supplier Relationship Improvement: Scale Development and Validation,2018,Procedia Manufacturing  (Elsevier)
555,123,Published,2.Supplier Development Success Factors in Indian Manufacturing Practice,2018, Materials Today (Elsevier)
556,123,Published,3.To Examine the Relationships between Supplier Development Practices and Supplier-Buyer Relationship Practices from the Supplier's Perspective,2018,"Benchmarking: an International Journal, (Emerald)"
557,123,Published,4. Experimental Investigation of Heat Transfer by Natural Convection with Perforated Pin Fin Array,2017,Procedia Manufacturing  (Elsevier)
558,123,Published,5. Optimization of cutting parameter for surface finish and hole accuracy in drilling of EN31: A Taguchi approach,2018,International Journal of Management Concepts and Philosophy (Inderscience)
559,123,Published,6. Strategic buyer supplier relationship improvement: development of constructs and measurement,2017,International Journal of Supply Chain and Inventory Management  (Inderscience)
560,123,Published,7. Critical Success Factors forSupplier Development and Buyer Supplier Relationship: Exploratory Factor Analysis,2016,International Journal of Strategic Decision Sciences  (IGI global)
561,123,Published,8. Structural Equation Modelling of Determinants of Buyer-Supplier Relationship Improvement Strategies: Case of Indian Manufacturing Firms,2016,Asia-Pacific Journal of Management Research and Innovation (SAGE)
562,123,Published,9. Applying Statistical Process Control Techniques: A Case of Coupling Disc Manufacturing Company,2017,Industrial Engineering Journal
563,123,Published,10. A Structural Equation Modeling Approach for Buyer Supplier Relationship Development Strategies,2016,Smart Journal of Business Management
564,123,Published,11. Applications of Wireless Sensors in Agriculture Field for Monitoring of Parameters,2017,"International Journal of Research in Engineering, IT and Social Sciences"
565,123,Published,12. Wireless Sensor Network and Monitoring of Crop Field,2017,IOSR Journal of Electronics and Communication Engineering
566,123,Published,13. Wireless Sensors Application for Controlling Of Crop Field Parameters,2017,International Education and Research Journal
567,123,Published,14. Validation of Constructs for Buyer Supplier Relationship Development Strategies: Indian Manufacturing Context,2016,European Journal of Business and Management
568,123,Published,15. Identification of Factor for Development of Buyer Supplier Relationship,2015,Journal of Research in Business and Management
569,123,Published,16. Supplier Development Practices & Current Trends: A Review of Literature,2013,International Journal of Mechanical Engineering and Technology
570,123,Published,17.Supplier Development: Theories and Practices,2012,IOSR Journal of Mechanical and Civil Engineering
571,123,Presented,18. Supplier Development Success Factors In Indian Manufacturing Practices,2017,"7th International Conference on Materials Proceeding & Characterization (17-19 March 2017) at Gokaraju Rangaraju Institute of Engineering and Technology, Hyderabad, INDIA"
572,123,Presented,19. Wireless Sensor Network and Agriculture Parameter Monitoring and Controlling,2017,"International Conference on Intelligent Computing, Instrumentation and Control Technologies (ICICICT) at Vimal Jyothi Engineering College, Kannur, (Paper ID 718) (IEEE), INDIA"
573,123,Presented,20.Emerging Constructs for Supplier Development and Supplier Relationship Practices: Indian Manufacturing Case,2016,"6th International & 27th All India Manufacturing Technology, Design and Research Conference (AIMTDR-2016),at College of Engineering., Pune,\nMaharashtra, INDIA. "
574,123,Published,21. Strategies for Buyer Supplier Relationship development in Indian Manufacturing Context\n,2019,Journal of Emerging Technologies and Innovative Research
575,123,Published,22. Cutting Parameters Optimization of Hard Turning Process with Taguchi Method: A Review\n,2019,Journal of Emerging Technologies and Innovative Research
576,123,Published,23. Statistical Techniques Application for Process Control: A Case Study\n,2019,Journal of Emerging Technologies and Innovative Research
577,123,Published,24. Monitoring & Controlling Agriculture Parameter using Wireless Sensor Network\n,2019,Journal of Emerging Technologies and Innovative Research
578,123,Published,25. Analysis of Unidirectional Carbon-Epoxy Laminar Composites to be Used In Light Weight Automobile Leaf Spring Model\n,2019,Journal of Emerging Technologies and Innovative Research
579,123,Published,"26. Effect of Fibre Packaging Pattern on Percentage of Fibre, Matrix Volume Fraction and Strength of Composite Leaf Spring Model\n",2019,Journal of Emerging Technologies and Innovative Research
580,123,Presented,27. Strategies for Buyer Supplier Relationship Improvement: Scale Development and Validation,2017,"2nd International Conference on Materials, Manufacturing and Design Engineering"
581,123,Presented,28. Experimental Investigation of Heat Transfer by Natural Convection with Perforated Pin Fin Array,2017,"2nd International Conference on Materials, Manufacturing and Design Engineering"
582,124,Published,1. Thermal Analysis of Shell and Tube Heat Exchanger by using Al2O3 Nanofluid with Different Concentration- a Review,2008,Journal of Thermal Engineering and Technology
583,124,Published,2. Thermal Analysis of Cylindrical Roller Bearing with Change in Roller Material: A Review,2012,Journal of Thermal Engineering and Technology
584,124,Published,3. Heat Transfer Augmentation in tube in tube type heat exchanger using wire coil insert,2012,International Journal of Advance Research and Innovative Ideas in Education
585,124,Published,4. An experimental and numerical study of thermal performance of a radial heat sink under natural convection,2012,International Journal of Modern Trends in Engineering and Research
586,124,Published,5. Numerical and experimental investigation of staggered interrupted fin arrangement in a natural convection field,2009,International Journal of Engineering Research and General Science
587,124,Published,6. Numerical analysis of natural convection heat transfer from a radial heat sink,2012,International Journal of Innovative and Emerging Research in Engineering
588,124,Published,7. A review on natural convective heat transfer from Staggered interrupted rectangular fins,2012,International Journal of Engineering Research and General Science
589,124,Published,8. Design and Finite Element Analysis of Guide Pillar for Compound Press Tool,2012,"International Journal of Advance Research in Engineering, Science & Technology"
590,124,Published,9. Comparative FEM Analysis of V-Shape and Leaf Springs for Improved Suspension with Part Loading Functionality,2012,IOSR Journal of Mechanical and Civil Engineering (IOSR-JMCE)
591,124,Published,10. Natural convection heat transfer from a radial heat sink with Horizontal rectangular fins,2012,International Journal of Innovative Research in Advanced Engineering 
592,124,Published,11. Cooling Of Electronic Equipments with Heat Sink: A Review of Literature,2011,IOSR Journal of Mechanical and Civil Engineering (IOSR-JMCE)
593,124,Published,12. Experimental and Analytical Investigation of Drilling of Sandwich Composites: A Review,2009,IOSR Journal of Mechanical and Civil Engineering (IOSR-JMCE)
594,124,Published,13. Structural Analysis of steering yoke of an automobile for withstanding torsion/ shear loads,2013,International Journal of Research in Engineering and Technology
595,124,Published,14. An Experimental Investigation to Control the Flow Emerging From a Wide Angle Diffuser,2013,IOSR Journal of Engineering (IOSRJEN)
596,124,Presented,"15. Experimental Investigation of Diesel Engine Performance by using Mixtures of Diesel, Bio Diesel and zinc and Copper Oxide Nano Particles",2019,"4th International conference on Computing in Engineering & Technology, DIEMS, Aurangabad"
597,124,Presented,16. Performance analysis in double pipe heat exchangers using twisted tape,2017,2nd International Conference for Convergence in Technology (I2CT 2017) held at Pune
598,124,Presented,17. Enhancement of Aerodynamic Drag Reduction of Passenger Vehicle using CFD Analysis-Review,2017,"International Conference on Recent Trends in Engineering and Science (ICRTES-2017), Government College of Engineering, Jalgaon"
599,124,Presented,18. An experimental and numerical study of thermal performance of a radial heat sink under natural convection,2016,"5th International Conference on Recent Trends in Engineering & Technology (ICRTET’2016) SNJB, Chandwad"
600,124,Presented,19. Experimental & numerical analysis of natural convection heat transfer from a radial heat sink,2015,23rd National Heat and Mass Transfer Conference and 1st International ISHMT-ASTFE Heat and Mass Transfer Conference IHMTC2015
601,124,Presented,20. Solar Cooker using PCM Material,2015,"4th International Conference on Applied Sciences, Environmental Engineering and Clean Energy Technologies for Sustainable Development (ASECET-2015)"
602,124,Presented,21. Literature Review of Solar Cooker using PCM,2015,"3rd International Conference on Emerging Trends & Research in Engineering and Technologies held at IBSS College of Engineering, Amravati"
603,124,Presented,22. Crack Identification in a Tapered Cantilever Beam by Frequency Measurements,2014,"International Conference on Science and Technology (ICST-2K14), held at S.B. Patil College of Engineering Indapur"
604,124,Presented,23. An Experimental Investigation of the Use of Perforated Plates to Control the Flow Emerging from a Wide Angle Diffuser,2008,"International Conference at SVNIT, Surat"
605,125,Published,1. Compressive behavior of cenosphere/epoxy syntactic foams in arctic conditions,2018,Elsevier - Composite Part B 
606,125,Published,2. Effect of arctic environment on flexural behavior of fly ash cenosphere reinforced epoxy syntactic foams,2018,Elsevier - Composite Part B
607,125,Published,3. Influence of surface modification on wear behavior of fly ash cenosphere/epoxy syntactic foam,2018,Elsevier - Wear
608,125,In Press,4. Effect of cenosphere filler surface treatment on the erosion behaviour of epoxy matrix syntactic foams,2018,Wiley - Polymer Composites
609,125,Published,5. Tensile behavior  of cenosphere/epoxy Syntactic foams,2018,American Institute of Physics
610,125,Published,6. Dynamic Impact Behavior of Syntactic Foam Core Sandwich Composites,2018,American Society for Composites
611,125,Presented,7. Mechanical behavior of cenosphere/epoxy syntactic foam composites,2016,International Symposium for Research Scholars  (IIT Madras)
612,125,Presented,8. Tribological response of cenosphere/epoxy syntactic foams,2017,"International Conference on Composite and Nano engineering, Italy"
613,125,Presented,9. Quasi static compressive response of cenosphere/epoxy Syntactic foams,2017,"Twenty-Sixth International Conference on Processing and Fabrication of Advanced Materials, South Korea"
614,125,Presented,10.Analysis of tensile properties of cenosphere/epoxy Syntactic foams,2017,"International Conference on Advances in Polymer Science and Technology, IIT Delhi"
615,125,Presented,11. Quasi static compressive response of cenosphere/epoxy Syntactic foams,2017,"International Conference on Advances in Materials and Processing: Challenges and Opportunities, IIT Roorkee"
616,125,Presented,12. Flexural response of Cenosphere/Epoxy Syntactic Foams,2018,"7th International Engineering Symposium, Japan"
617,125,Presented,13. Erosion response of cenosphere/epoxy syntactic foams,2018,"International Conference on Composite and Nano engineering, France"
618,126,Published,1. Performance Analysi o Dual uel IC Engine with Biogas as Primary Fuel for Different Compression Ratio and Injection Timing : A Review,2017,International Journal OF Engineering Sciences & Management Research
619,126,Published,2. Performance Evaluation of Single Cylinder Diesel Engine in Dual Fuel Mode with Biogas as Primary Fuel and Diesel and Biodiesel as Pilot Fuel,2017,International Research Journal of Engineering and Technology 
620,126,Published,3. Vibration control in gear box,2019,Journal of Emerging Technologies and Innovative Research
621,127,Presented ,1. Evaluation of Mechanical properties of Composite material Al6061 reinforced with flyash and seed husk.\t,2019,Journal of Emerging Technologies and Innovative Research
622,128,Presented,1. Drilling Process Parameters optimization; A Review,2019,Journal of Emerging Technologies and Innovative Research
623,128,Presented,2. Torsional Strength evaluation and experimental validation of fumur bone,2019,Journal of Emerging Technologies and Innovative Research
624,128,Presented,3. Design and analysis of Internal gear ring and external wobble gear for shaft mounted speed reducer,2017,International research Journal
625,128,Presented,4. Analysis of Eclipse drive train for wind turbine transmission system,2017,International research Journal
626,128,Presented,5. Design and development of qudrasteering prototype,2015,Global journal of engineering science and researches
627,128,Presented,7. Design & Analysis in Injection Moulding Machine System to Reduce the Torsional Failure of Screw,2014,International Journal of engineering  of engg research and technology
636,130,Published,1. Finite Element analysis of multipass GNAW butt joint for welding of AA 7020,2013,Engineering and Technology in India
637,130,Published,2. Customization of CAD/CAM software: A case study of customization of UG/NX 4.0 for modeling couplings using knowledge fusion program,2013,Engineering and Technology in India
638,130,Published,3. Software Development ( customization) in UG/NX 4.0 for coupling module using knowledge fusion programming,2015,"International Journal of Science, Engineering and Technology Research"
639,130,Published,4. Clutch release bearing testing ,2016,Imperial Journal of Interdisciplinary Research
640,130,Published,5. Design and fabrication of automated pipe cutting and bending machine,2017,International Journal of Technology and Science
641,131,Published,1. Performance  Analysis of  Biodiesel  Blend  In Diesel  Engine - A Review,2015,Global Journal Of Engineering Science And Researches
642,131,Published,2. Preparation Of Biodiesel From Jojoba Oil And Babassu Oil Methyle Jojoba  Oil AND Babassu Oil Methyle,2018,Journal of Emerging Technologies and Innovative Research
643,132,Published,1. Review paper on Failure study of composite material under tri-axial loading by using Micro Mechanical Based failure theory approach,2018,International Journal of Engineering & Reserach
644,132,Published,2. Review paper on Failure study of composite material under tri-axial loading by using Macro Mechanical Based failure theory approach,2019,Journal of Emerging Technologies and Innovative Research
645,132,Published,"3. Review paper on composite material discussing its structral basics, processing methodologies and applications",2019,Journal of Emerging Technologies and Innovative Research
646,132,Published,4. Analysis of Carbon/Epoxy laminate under tri-axial loading,2019,Journal of Emerging Technologies and Innovative Research
647,132,Published,5. Applications of composites in varsatile domains,2019,Journal of Emerging Technologies and Innovative Research
648,132,Presented & Published,6. Design & Development of cross linked bio-inspired composite material to be used as a replacement for human bones,2018,Conference proceedings
649,132,Published,7. Study of basic structural mechanics of composite material,2019,Journal of Emerging Technologies and Innovative Research
650,132,Published,8. Design & Development of Hydraulic pump,2017,International Journal of Science & Technology
651,132,Published,9. Design of automtaion model for Grinding Machines used in grinding of hollow cylindrical jobs: Part Implementation,2018,International Journal of engineering & Technology
652,132,Published,10. Overall design and development depiction of Automated Grinding Machines used for the finishing of hollow cylindrical jobs,2018,International Journal of engineering & Technology
653,132,Presented & Published,11. Implementation of PLM (Product Life Cycle Managment) to integrate geographically widley speared Manufacturing Enviorment globally,2012,Conference proceedings
654,132,Published,12. Introduction to the orthotropic composite material,2019,Journal of Emerging Technologies and Innovative Research
655,133,publish,1.Experimental Analysis of Heated Horizontal Rectangular Fin Array (HRFA) Under Forced Dominating Mode of Mixed Convection (FCDMM),2015,International Journal Of Engineering Development And Research
656,133,publish,2.Fluid Flow And Heat Transfer Investigation Of Perforated Heat Sink Under Mixed Convection,2016,Journal of Emerging Technologies and Innovative Research
657,133,publish,3.Solar Water Distillation With Parabolic Reflector Using Mylar Reflective Paper,2019,Journal of Emerging Technologies and Innovative Research
658,133,publish,4.Design Procedure And Manufacturing Process For V-Belt Conveyor,2019,Journal of Emerging Technologies and Innovative Research
659,133,publish,5.Experimental Study Of Heat Transfer In Circular Duct With Angular Baffle Fins,2019,Journal of Emerging Technologies and Innovative Research
660,134,Published,1. Transportation Model: A Way to Solve Personal Transportation Problems in SCM.,2015,"International Journal of Science, Engineering and Technology Research"
661,134,Published,2. Power Generation using OTEC (Ocean Thermal Energy Conversion),2013,<blank>
662,134,Published,3. Static and free vibration analysis of multi-compressor packs base frame,2016,IJARIIE-ISSN(O)-2395-4396
663,134,Published,4. Determining Fatigue Life Of Helical Shock Absorber Using Computational Techniques While Altering Geometrical Parameters,2016,International Journal of Informative & Futuristic Research
664,134,Published,5. Investigation of Mechanical and Tribological Properties of Polymer Composites,2019,JETIR
665,135,Published,1. Heat Recovery System in Power Plant to Improve the Efficiency,2019,Journal of Emerging Technologies and Innovative Research
666,136,Published,1.To study the effect of magnetic field on the performance of vapour compression system by using various refrigerants,2018,Journal of Emerging Technologies and Innovative Research
667,136,Published,2.To Analyze the Induction Hardening on Tulip and Cracks Reduction,2017,Journal of Emerging Technologies and Innovative Research
668,136,Published,3.Study of double pipe heat exchanger using washer insert to improve heat transfer rate,2016,Journal of Emerging Technologies and Innovative Research
669,136,Published,4.Study of Crack formation on Mandrel Bar surface used in PQF,2016,"International Journal of Innovative Science, Engineering & Technology"
670,136,Published,5.Study of air flow through non air conditioned bus with open windows using OPEN FOAM,2015,International journal of pure and applied research in engineering and technology
671,136,Published,6.Determination of Coefficient of Lift And Lift Force on Sedan Car Body by Changing Different Parameters Using Open Foam,2014,International Journal on Recent Technologies in Mechanical and Electrical Engineering
